By,"Status (complete, in progress, out of range, not map)",root_url,collection,Notes,Thumb,IIIF,georeference,Georeference Annotation ,XYZ map tiles,Title,Alternate Title,Creator,Contributor,Artist,Author,Composer,Editor,Lyricist,Producer,Publisher,Coverage,Spatial Coverage,Temporal Coverage,Latitude,Longitude,Bounding Box,External Reference,Advisor,Committee Member,Degree Name,Degree Level,Department,University,Date,Date Created,Date Issued,Date Recorded,Date Submitted,Date Search,Description,Abstract,Award,Frequency,Sponsorship,Table of Contents,Subject,LCSH Subject,Language,Language-ISO,Format,Medium,Extent,Type,Source,Digital Collection,Physical Collection,Series/Location,Subcollection,Repository,Rights,Rights Note,Rights License,Rights URI,Rights DPLA,Identifier,Citation,DOI,ISBN,Permanent Identifier,Related Resource,Relation-Has Format Of,Relation-Has Part,Relation-Has Version,Relation-Is Format Of,Relation-Is Referenced By,Relation-Is Replaced By,Relation-Is Version Of,Relation-References,Relation-Replaces,Transcript,Path,File Name,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
Bronson,Complete,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,Volume 3 use PLSS. Cool,,https://archives.mountainscholar.org/iiif/2/p17393coll70:351/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:351/info.json,https://annotations.allmaps.org/images/c1d0875c2aadc7b8,https://allmaps.xyz/images/c1d0875c2aadc7b8/{z}/{x}/{y}@2x.png,specm_larimerweld1_1916_v1_special_031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-Â£ + â€” SECTIONS 4- * \ â€” 'â– - X- *â–  I &lt;Â£&gt; ba (&gt;1â€™^ 5 Cq Z-\ ! / ' ' â– - Tâ€™lBRCKH fcl. Gri ar 1Â®^ ~ o r| HI &lt;&lt;isÂ» M -s . Ns i ' i,,specm_larimerweld1_1916_v1_special_031.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/351,351,352.jpg,/p17393coll70/image/352.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,Volume 3 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:352/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:352/info.json,,,specm_larimerweld1_1916_v1_special_032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0 o _o o O T o ""boo 0 JStaetfâ€™fev'""- Ubneh. FaXm 0 "" l&gt; t&gt;d â€œ O b â€œ6 a- - oâ€”H-",,specm_larimerweld1_1916_v1_special_032.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/352,352,353.jpg,/p17393coll70/image/353.jpg
Bronson,Complete,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,Volume 3 use PLSS. cool,,https://archives.mountainscholar.org/iiif/2/p17393coll70:353/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:353/info.json,https://annotations.allmaps.org/images/2a8038ffbf2993cc,https://allmaps.xyz/images/2a8038ffbf2993cc/{z}/{x}/{y}@2x.png,specm_larimerweld1_1916_v1_special_033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-y * 1 r \ I V X U J y I (w Al . o jy-i 1 / m ' J 71 ^A A .Vâ€˜ VTT I A mmi A I xX mA y y_ H \ \ y - y . &gt;â–  fe' _ _ 1 ' -v'/ I : ... /Xjjt M ""rf'k e5;' i ZÂ® &lt;3Z v : - ET \ \ -s&gt; ' x | ,\ \ \ . \ &lt; v W\ \ \ fy y .\&gt;yy \ X R \ 4 1â€”"" y l I' i Si 'U, ' Ik-' ^'' v I C X r&gt; u v\x Ko V' V^N x Â«A \^W\ ' i â€œ \ â€¢x^y \ (/â€™ s5~ Â§y yri (? \ 3^ \â€ x \ - X \V X .. I X \ r 1, \ V. ti y \ \M â– y&gt;L.^jâ€” -y^A * w vâ€”v- , K \ \ ~~ j py 'j 1 i V-J 3\V kX|'t' y V ly j 1 x â–  - - ; L â– v'. câ€”r o^e/r â–  yti'l'. y .1-2â€™ yy^-y x' ^yx&lt;' riA / â– y / &gt; i1-PM yy i'i J ""I vj'l^ M y y i-C ' ^1 ?\ v y v\7â€™'3 . * JX4 â– â–  X '&lt; l'\ ""â–  n &gt; T'v iA'rs O' I u 1 'X,; â–  t â€”; 2p ;W \ \ A y \ X",,specm_larimerweld1_1916_v1_special_033.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/353,353,354.jpg,/p17393coll70/image/354.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,Volume 3 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:354/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:354/info.json,,,specm_larimerweld1_1916_v1_special_034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191 _L __A A _\ â€” \,,specm_larimerweld1_1916_v1_special_034.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/354,354,355.jpg,/p17393coll70/image/355.jpg
Bronson,Complete,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,Volume 3 use PLSS. Cool,,https://archives.mountainscholar.org/iiif/2/p17393coll70:355/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:355/info.json,https://annotations.allmaps.org/images/08c50875ef720d13,https://allmaps.xyz/images/08c50875ef720d13/{z}/{x}/{y}@2x.png,specm_larimerweld1_1916_v1_special_035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"r SECTIONS CT f 3 V fr. vs' ""?W\r ---A \ \Â£kk S k&gt; | '&lt; Pl ISV i-",,specm_larimerweld1_1916_v1_special_035.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/355,355,356.jpg,/p17393coll70/image/356.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,Volume 3 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:356/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:356/info.json,,,specm_larimerweld1_1916_v1_special_036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0 MU'VjrouUn -f N, RW. & O Â® â–  Â£&gt; 3 Â£ O_ zâ€”7 Â®. - * \Â° &lt; Â± to \-r ( o c Â® s -t -i Â® o ~ 61 ?~&lt;3 -4^ Lb- â€”9^~ C -Z- o X -t- ' O 4 O Â® v+- &lt;4X^ i",,specm_larimerweld1_1916_v1_special_036.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/356,356,357.jpg,/p17393coll70/image/357.jpg
Bronson,Complete,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,Volume 3 use PLSS. Cool,,https://archives.mountainscholar.org/iiif/2/p17393coll70:357/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:357/info.json,https://annotations.allmaps.org/images/a6c9d26ec566a782,https://allmaps.xyz/images/a6c9d26ec566a782/{z}/{x}/{y}@2x.png,specm_larimerweld1_1916_v1_special_037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"191 SECTIONS _N, R W. 1 -U - r t- ; i x h; - â–  r ; 'V ! S/ Sk&gt;â€ž P Yr Â» fl ' A- S' , tf* 3 ,. 1 45 &gt; \ i '\v *â€œA y â€¢r A v~^ &lt;d â–  1 AÂ®7 Â« r^y/ 7? 1 aS'^ 7 -- &lt; Xi y â– '&lt; Y 7\Q 7 . 7 VJ -ii f Â» â€¢ 1 --sÂ£A r'Vi ?! - -T^ . &gt;&lt;S? ~ L 7 a â–  - Â° 7 ' L â–  7 Z/, /&lt;7 W -Y \ Z3 7 7{ x 7 V _ - \ W â– C. \ x . .. â€¢ S @C' I 7 . L tj 4â€˜ 7 '.. \ â–  - J â€™â–  x!a? Y ' â–  -; ' ' 1/7 na/n yr/35- tbS -_ r â–  â– ' 'â–  &lt; Y A 1 tf* . fb 7 x 1 A\ CY r&lt; â€ž c :::iâ€™^:-â€™ ' y I. r *â€™ &lt;ys $ X*? Xv â–  '-?$ \ / vr 7 ' 7 ' â–  S \ / : / ' y - AAL.. &gt; i\a p ]* â– TIA &'/s^ P \ 0 )_ __ - / ./ . ' u Lo Â§M r 7 7 x 1 1 i, i "" J _ / -X b . -, : â€¢ - Jf ^7* 7â€™_aY' zY&lt; SA ^t&gt; 1 ] - i:A' [ z ' 7 ^Cf 7 Hi A 1 *^4- - 'A oi W â€¢ | &gt; S v f A â€œ /x, 11 â€™ J zi 1 s ^S, _' S'T7",,specm_larimerweld1_1916_v1_special_037.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/357,357,358.jpg,/p17393coll70/image/358.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,Volume 3 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:358/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:358/info.json,,,specm_larimerweld1_1916_v1_special_038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"o SECTIONS ' t,3,/^ Pt, . O O 0 O Cj O O-t-o 1 o 4 o o J O o 4 0 4 o 0 0 o o\ o o 4- o 040 o o o O d o â€¢o 4 0 ~f&gt; Â° 0 0 O &lt;f&gt; &lt;-&gt; o 4- o O 4 0 O -f- O o (o D o O 0 4 â– +â€¢ O -V o f & o O 4- C O 4 o o c o c o&gt; -4â€œ 0 4â€œ \ 0 4 0 + /o o o O -f-o O \ 4 040 O O &lt;2 o C&gt; -4 \ O 0 0 -f- L&gt; o + 0 4- 0 â– ! & 4- 0 4 +â€¢ &gt; + 0 4 0 3 -f- D o 4-0 4 -f 0 0 -+ 6 4- Â° -A- o ~v -t 3t â€” 4 0 4 0 -f- 0 o 4- Â° 0 4 io1 y ) ( i O 4- Â° 4 T 4 4- \\ â€œ*â–  0 O -f- O 4 4 4- O -v 4 4 t \ -_ O 4 O - A. â€”â– - X -4. 4 -I- 0 4 4-4 4 inlet _ tiÂ«55 3 o o -1 v r MÂ« y M. 0 4- Â° r r 4 \ Â° 4 t 4 o o 4- o 4 4 -+â–  0 O 4- T 4 4 O O 1 o o 4 o -r t t f o o 4 4- o o 4, O O _o\ i 4 4- 1 o a 4 4 O O k -f- 4 *t",,specm_larimerweld1_1916_v1_special_038.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/358,358,359.jpg,/p17393coll70/image/359.jpg
Bronson,Complete,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,Volume 3 use PLSS. Cool,,https://archives.mountainscholar.org/iiif/2/p17393coll70:359/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:359/info.json,https://annotations.allmaps.org/images/38af755b091b3d74,https://allmaps.xyz/images/38af755b091b3d74/{z}/{x}/{y}@2x.png,specm_larimerweld1_1916_v1_special_039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SECTIONS \A _ N V / p J M s6&lt;? I M V s\) x -_J ^ffs ' I â–  â–  $ k~i i I I , , fl :. L7. I , I t ! vf vf R 1i ; t i 1 1 rh *'/&gt;. H I Sb â€” } I Z~ 1 :bz 71^3 -s s'i / fi M(\Â£ x"" I rm\ I 7 ~i i I IWjl Â® -H+ ? 4' I M - I I ii#t Sbl-I 1 & r* V _______ -;a 03 Â»naaZ-nr nirpiMyij^i, ii i^, x# 3^ -./ v~'"" 3X\ r ? v 1 â€œr T-P â€™ ; ( â€™ It ^.Id ' Uâ€˜ - __L ^â– p IP . . I c ! r j â– â– â€™ vf- iy 7 * - \\ &gt; Py^Txâ€™* x \?\ \ i' \ -A. ^\ \-^y.. \",,specm_larimerweld1_1916_v1_special_039.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/359,359,360.jpg,/p17393coll70/image/360.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,Volume 3 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:360/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:360/info.json,,,specm_larimerweld1_1916_v1_special_040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"/MM a a â€”jâ€”- n n ja 0 a 2? o fl O G 1 J fl fl a ^-TT o fl â€¢ o l Â£3 (J a n bÂ° H o o a o a fl a rÂ° D a a a fl fl D n hÂ° a o tr 0 a Â© a xr a a In o n o a n o o N N bl n o n fl 0 o o a kVA.^- n 0 Â£r D h o o H N o r( a o fl n fl o O (W4A X -flj a o fl 0 u p o Q a (No?. M hl o N n o a n a tE'ar&'Â»'\ a o u hl 0 Li bl n Doo frht. w I r^SdY1 c 4? n O fl 5 a a a O Q 0 Â£1 o g o Â£ fl/ fl Uake a 2 uq n i a Li^ l~G\ U U Gr- 6 o U.Q Z&gt; V(^C&gt; 0 0 G&gt; o i) 19lJ^2_. LG Ux^ranc 4Â»&lt;e (â–¡ ? Q 0 Q fl A o a n H oAjJa a Â° o Â° fl a SECTIONS ?J,22,2-7/2 &lt;? S3, 3f-T N, R 6^W. o n o Â£ tC Â° a \( a Â° o a Â° a fl A A \l a E Peterson C K o a n fl o O",,specm_larimerweld1_1916_v1_special_040.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/360,360,361.jpg,/p17393coll70/image/361.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,Volume 3 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:361/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:361/info.json,,,specm_larimerweld1_1916_v1_special_041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"â€” â–  i : -â–  QreelS Ho 3' 0 Â° fl_ 0 a 0 N N lo Â»J a u#r 0 a n a 0 0 a N.A.- fl 0 a a D a h 0 0 yj,f, H N 0 K a a 0 fl p 0 0 ft a 0 L&lt;r aQ 0 0 fl p 0 c a Aid?-, N 0 W n a 0 n n Q 0 1 nd&M n 0 LGt n J D H a b MoS p &gt;/ a -Asar o a h o a 0 a p o g o a Q a hi c tV p o a UQ- a o UQ fe o O o 0 \-&lt;\o 0 O a D q a N n E Petersor\ ?xmA \\hJO&lt;- 191 . a a 0 1 a 1 3 ~ fl Q a 2p a 0 n 0 D 01 fl n n a F7 0 fl w~~ n 0 'm 1 J p 2 a 1 a 0 a 0 a 0 a a D LÂ° 0 a a 0 n n a 1 Â° fl 0 n a 0 a zr a a la 0 a KWt u a Q Q Ha^rxo a Q 0 n IT iV Â° n' a S ECT IO N S Â£l,aÂ£,2-7;7.&lt;? 35, Jf~T hli a p ' fl a . â€™ 0 â–¡4 I MO Wako L-G- La.^rat\g&lt; I, R W.",,specm_larimerweld1_1916_v1_special_041.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/361,361,362.jpg,/p17393coll70/image/362.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,Volume 3 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:362/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:362/info.json,,,specm_larimerweld1_1916_v1_special_042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i- ro - Q- \ r ;O &gt; A,,specm_larimerweld1_1916_v1_special_042.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/362,362,363.jpg,/p17393coll70/image/363.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,Volume 3 use PLSS. Cool,,https://archives.mountainscholar.org/iiif/2/p17393coll70:363/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:363/info.json,,,specm_larimerweld1_1916_v1_special_043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 sb SECTIONS J â€¢^QP) Co (g) o ?' Tit-*- Â° lÂ»od o o N. RW. Â®k\ X' a ~â€œ ri? â€™' TO 4 â€”^Kr- sy &lt;i _ Â® pjW '&lt;=/ â–  . . |&lt; ! mi ne .pi \ \A* : a on Â£)V â€”A A.,,specm_larimerweld1_1916_v1_special_043.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/363,363,364.jpg,/p17393coll70/image/364.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,Volume 3 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:364/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:364/info.json,,,specm_larimerweld1_1916_v1_special_044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a 191 & V o o g,,specm_larimerweld1_1916_v1_special_044.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/364,364,365.jpg,/p17393coll70/image/365.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,Volume 3 use PLSS. Cool,,https://archives.mountainscholar.org/iiif/2/p17393coll70:365/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:365/info.json,,,specm_larimerweld1_1916_v1_special_045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"JLOUYU. OÂ® Â© u. v &lt;f0 i'AoVx x Â® Xx \ X\ g Hj ' X / $ tu â€” Ji I 6&gt; )@)F 31 I Â® I Vfi\ 1Â£ - â€˜X5&gt; Â® IÂ® &lt; *3 o, r f :?â–  1^ 5H z? -^rX. â–  .ip ,â€žâ€ž \ Â«j0&gt; r-^^- Xx * X . \k VÂ®s&lt;i"" lzS \ \ p-.-O ' :4! \ ^X\n\ â€™ A w â–  %v u zO â€”_â€”â€”â€” CFCTiriN Xf' I â– G&gt; e&gt; Vâ€™a \/&lt;Xl x. 2 \ Q-0 rr 65 yfSa"",lX I 1 7",,specm_larimerweld1_1916_v1_special_045.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/365,365,366.jpg,/p17393coll70/image/366.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,Volume 3 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:366/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:366/info.json,,,specm_larimerweld1_1916_v1_special_046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SECTIONS \ J, + I 3 * \",,specm_larimerweld1_1916_v1_special_046.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/366,366,367.jpg,/p17393coll70/image/367.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,Volume 3 use PLSS. Cool,,https://archives.mountainscholar.org/iiif/2/p17393coll70:367/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:367/info.json,,,specm_larimerweld1_1916_v1_special_047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"/ f&gt; J 3i_o~y T 3^ I Vf3 F X 1 1 â– Â»â– '"" aÂ« ujilj 05 X \@â€˜\53 1 A a â€™^w\ F\&lt; aSX K r \ i @)\ xÂ® - x ' fc &lt;4 R A^k Wâ€™\X â€”â€” J -r A i gdÂ® ^r"" SECTIONS",,specm_larimerweld1_1916_v1_special_047.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/367,367,368.jpg,/p17393coll70/image/368.jpg
,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,Volume 3 use PLSS,,https://archives.mountainscholar.org/iiif/2/p17393coll70:368/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:368/info.json,,,specm_larimerweld1_1916_v1_special_048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"191 â– pSk â–  U Z? V o c 'â€¢ -f _z_ ,X)XaA r&gt;"", 'l V'\ ( â€”3z_ o 2 c uX V â€”â€” C _Â±_ W'A\k -r oX*x \ ""Z 0 r.&lt;\ 1 g.,21 K - t o-r^ kl1 "" 6 o _ C C -fV-' *, X Â±_ ^7 â€” M 11 0 ii h â€” 1A0 L_t '&lt;y Â° & __1 Â±^L -r 'tn' -t â–  â€” ' It ii v â€” zz",,specm_larimerweld1_1916_v1_special_048.jpg,,6/11/25,6/11/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/368,368,369.jpg,/p17393coll70/image/369.jpg
