By,"Status (complete, in progress, out of range, not map)",Notes,is_map,root_url,collection,thumbnail,Thumb,IIIF,georeference,Georeference Annotation,local_annotation,XYZ map tiles,Category,Keywords,Scale,Title,Alternate Title,Creator,Contributor,Artist,Author,Composer,Editor,Lyricist,Producer,Publisher,Coverage,Spatial Coverage,Temporal Coverage,Latitude,Longitude,Bounding Box,External Reference,Advisor,Committee Member,Degree Name,Degree Level,Department,University,Date,Date Created,Date Issued,Date Recorded,Date Submitted,Date Search,Description,Abstract,Award,Frequency,Sponsorship,Table of Contents,Subject,LCSH Subject,Language,Language-ISO,Format,Medium,Extent,Type,Source,Digital Collection,Physical Collection,Series/Location,Subcollection,Repository,Rights,Rights Note,Rights License,Rights URI,Rights DPLA,Identifier,Citation,DOI,ISBN,Permanent Identifier,Related Resource,Relation-Has Format Of,Relation-Has Part,Relation-Has Version,Relation-Is Format Of,Relation-Is Referenced By,Relation-Is Replaced By,Relation-Is Version Of,Relation-References,Relation-Replaces,Transcript,Path,File Name,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path,children,id,geojson,latitude,longitude,area
Kasper,complete,map part,y,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll70/id/10/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll70:10/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:10/info.json,https://annotations.allmaps.org/images/90ff70b94ef783eb,annotations/90ff70b94ef783eb.json,https://allmaps.xyz/images/90ff70b94ef783eb/{z}/{x}/{y}@2x.png,"historic, planningCadastre, farming","railways, irrigation, printed, industryCommerce",County,Lower left detail 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPEC_IrrFarmsNorthDenver_16079_00052_lowerleft.jpg,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/10,10,23.jpg,/p17393coll70/image/23.jpg,,p17393coll70-10,"{""type"": ""FeatureCollection"", ""features"": [{""type"": ""Feature"", ""properties"": {""@context"": ""https://schemas.allmaps.org/map/2/context.json"", ""id"": ""https://annotations.allmaps.org/maps/61ecc3e0f338122d"", ""type"": ""GeoreferencedMap"", ""created"": ""2025-10-17T18:09:16.612Z"", ""modified"": ""2025-10-17T18:09:16.612Z"", ""resource"": {""id"": ""https://archives.mountainscholar.org/iiif/2/p17393coll70:10"", ""uri"": ""https://archives.mountainscholar.org/iiif/2/p17393coll70:10"", ""type"": ""ImageService2"", ""width"": 3881, ""height"": 6150}, ""gcps"": [{""id"": ""4b2a972f23762261"", ""index"": 3.747788092641333, ""resource"": [3719, 954], ""geo"": [-104.906048, 40.338013]}, {""id"": ""5209ec7f8ae54653"", ""index"": 2.3836059129430938, ""resource"": [742, 4464], ""geo"": [-105.2506082, 40.0254132]}, {""id"": ""a4344ea7984aec58"", ""index"": 1.539251251395852, ""resource"": [2069, 2921], ""geo"": [-105.0965357, 40.1629078]}, {""id"": ""c6a0e4c21853e0b1"", ""index"": 0.2868275500059796, ""resource"": [2235, 186], ""geo"": [-105.0759733, 40.4031456]}], ""resourceMask"": [[425, -7], [407, 812], [450, 816], [441, 4778], [485, 4782], [496, 5740], [3888, 5722], [3892, 4]], ""transformation"": {""type"": ""helmert""}, ""_allmaps"": {""id"": ""https://annotations.allmaps.org/maps/61ecc3e0f338122d"", ""version"": ""https://annotations.allmaps.org/maps/61ecc3e0f338122d@0419a007e580c7e3"", ""image"": {""id"": ""https://annotations.allmaps.org/images/90ff70b94ef783eb"", ""version"": ""https://annotations.allmaps.org/images/90ff70b94ef783eb@c45894fcb5b3f031"", ""canvases"": []}, ""scale"": 0.134347, ""area"": 1092954279.87}}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-104.878285398, 40.173699135], [-104.984924532, 40.416693392], [-105.386118165, 40.241809799], [-105.283804559, 40.003193856], [-105.216231781, 40.031674979], [-105.214607474, 40.028708997], [-104.936810748, 40.15032291], [-104.935216977, 40.147427113], [-104.878285398, 40.173699135]]]}}]}",40.20857964,-105.132487,1875.401478
Kasper,complete,map part,y,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll70/id/11/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll70:11/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:11/info.json,https://annotations.allmaps.org/images/3aba0336009bcdbc,annotations/3aba0336009bcdbc.json,https://allmaps.xyz/images/3aba0336009bcdbc/{z}/{x}/{y}@2x.png,"historic, planningCadastre, farming","railways, irrigation, printed, industryCommerce",County,Lower left detail 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPEC_IrrFarmsNorthDenver_16079_00053_lowlowerleft.jpg,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/11,11,24.jpg,/p17393coll70/image/24.jpg,,p17393coll70-11,"{""type"": ""FeatureCollection"", ""features"": [{""type"": ""Feature"", ""properties"": {""@context"": ""https://schemas.allmaps.org/map/2/context.json"", ""id"": ""https://annotations.allmaps.org/maps/ad30c7cba62b91ec"", ""type"": ""GeoreferencedMap"", ""created"": ""2025-10-17T18:21:41.914Z"", ""modified"": ""2025-10-17T18:21:41.914Z"", ""resource"": {""id"": ""https://archives.mountainscholar.org/iiif/2/p17393coll70:11"", ""uri"": ""https://archives.mountainscholar.org/iiif/2/p17393coll70:11"", ""type"": ""ImageService2"", ""width"": 6150, ""height"": 3881}, ""gcps"": [{""id"": ""023cd628cfdad636"", ""index"": 1.7580455393196823, ""resource"": [3386, 222], ""geo"": [-104.8737404, 40.2712007]}, {""id"": ""4a3e01173b090afb"", ""index"": 4.10048569879563, ""resource"": [640, 2475], ""geo"": [-105.250574, 40.0254757]}, {""id"": ""505251d542fb3c7d"", ""index"": 3.240728101630614, ""resource"": [5957, 1716], ""geo"": [-104.5090443, 40.1093571]}, {""id"": ""a5846fb6893b9278"", ""index"": 5.6740132777712935, ""resource"": [2450, 547], ""geo"": [-104.998625, 40.2355346]}, {""id"": ""d229df85553625b2"", ""index"": 2.992185556172873, ""resource"": [3763, 2734], ""geo"": [-104.8160344, 40.0004171]}], ""resourceMask"": [[413, -9], [385, 2741], [426, 2731], [438, 3535], [6163, 3568], [6147, -5]], ""transformation"": {""type"": ""helmert""}, ""_allmaps"": {""id"": ""https://annotations.allmaps.org/maps/ad30c7cba62b91ec"", ""version"": ""https://annotations.allmaps.org/maps/ad30c7cba62b91ec@eceafc3ede0c9b0a"", ""image"": {""id"": ""https://annotations.allmaps.org/images/3aba0336009bcdbc"", ""version"": ""https://annotations.allmaps.org/images/3aba0336009bcdbc@ac8af0eafc3aee0b"", ""canvases"": []}, ""scale"": 0.132315, ""area"": 1168406824.19}}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-105.093835497, 39.98358416], [-104.651335337, 40.035339957], [-104.682158473, 40.311238886], [-105.123703839, 40.25732569], [-105.117416252, 40.195167276], [-105.120670254, 40.195571188], [-105.093835497, 39.98358416]]]}}]}",40.14680987,-104.8881902,2001.950098
Kasper,complete,map part,y,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll70/id/12/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll70:12/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:12/info.json,https://annotations.allmaps.org/images/c354b1d0f6046d3b,annotations/c354b1d0f6046d3b.json,https://allmaps.xyz/images/c354b1d0f6046d3b/{z}/{x}/{y}@2x.png,"historic, planningCadastre, farming","railways, irrigation, printed, industryCommerce",County,Lower right detail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPEC_IrrFarmsNorthDenver_16079_00054_lowerright.jpg,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/12,12,25.jpg,/p17393coll70/image/25.jpg,,p17393coll70-12,"{""type"": ""FeatureCollection"", ""features"": [{""type"": ""Feature"", ""properties"": {""@context"": ""https://schemas.allmaps.org/map/2/context.json"", ""id"": ""https://annotations.allmaps.org/maps/8c85cb16e7b1fa75"", ""type"": ""GeoreferencedMap"", ""created"": ""2025-09-15T20:28:31.895Z"", ""modified"": ""2025-09-15T20:28:31.895Z"", ""resource"": {""id"": ""https://archives.mountainscholar.org/iiif/2/p17393coll70:12"", ""uri"": ""https://archives.mountainscholar.org/iiif/2/p17393coll70:12"", ""type"": ""ImageService2"", ""width"": 6150, ""height"": 4984}, ""gcps"": [{""id"": ""a82fb5a8527a3967"", ""index"": 1.2878125122364024, ""resource"": [1762, 150], ""geo"": [-104.856407, 40.3337969]}, {""id"": ""c00a6b3c003272ce"", ""index"": 0.9012540667690161, ""resource"": [4602, 2497], ""geo"": [-104.5093001, 40.1182555]}, {""id"": ""529993e4f6374833"", ""index"": 2.4458973688988044, ""resource"": [155, 3227], ""geo"": [-105.0554502, 40.0467083]}], ""resourceMask"": [[5649, 4581], [7, 4620], [-6, -7], [5688, -4]], ""transformation"": {""type"": ""polynomial"", ""options"": {""order"": 1}}, ""_allmaps"": {""id"": ""https://annotations.allmaps.org/maps/8c85cb16e7b1fa75"", ""version"": ""https://annotations.allmaps.org/maps/8c85cb16e7b1fa75@3dec0f8becd4e0d8"", ""image"": {""id"": ""https://annotations.allmaps.org/images/c354b1d0f6046d3b"", ""version"": ""https://annotations.allmaps.org/images/c354b1d0f6046d3b@8c1a437cf27b8a82"", ""canvases"": []}, ""scale"": 0.0963, ""area"": 2815100154.45}}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-104.38206387, 39.925620487], [-104.374535887, 40.351416323], [-105.07327319, 40.346881267], [-105.074445113, 39.917229274], [-104.38206387, 39.925620487]]]}}]}",40.13560966,-104.7266068,4821.809026
Kasper,complete,map part,y,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll70/id/13/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll70:13/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:13/info.json,https://annotations.allmaps.org/images/fde7be3a627c5d80,annotations/fde7be3a627c5d80.json,https://allmaps.xyz/images/fde7be3a627c5d80/{z}/{x}/{y}@2x.png,"historic, planningCadastre, farming","railways, irrigation, printed, industryCommerce",County,Upper left detail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPEC_IrrFarmsNorthDenver_16079_00055_upperleft.jpg,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/13,13,26.jpg,/p17393coll70/image/26.jpg,,p17393coll70-13,"{""type"": ""FeatureCollection"", ""features"": [{""type"": ""Feature"", ""properties"": {""@context"": ""https://schemas.allmaps.org/map/2/context.json"", ""id"": ""https://annotations.allmaps.org/maps/15c9398e65aa2ebd"", ""type"": ""GeoreferencedMap"", ""created"": ""2025-10-17T18:24:21.194Z"", ""modified"": ""2025-10-17T18:24:21.194Z"", ""resource"": {""id"": ""https://archives.mountainscholar.org/iiif/2/p17393coll70:13"", ""uri"": ""https://archives.mountainscholar.org/iiif/2/p17393coll70:13"", ""type"": ""ImageService2"", ""width"": 6150, ""height"": 4508}, ""gcps"": [{""id"": ""c8764655d9157c79"", ""index"": 1.7413995560057756, ""resource"": [4400, 1101], ""geo"": [-104.7914064, 40.7031473]}, {""id"": ""f6b7ba3a55121c9f"", ""index"": 2.4379451792426003, ""resource"": [5265, 4006], ""geo"": [-104.6911228, 40.4316852]}, {""id"": ""cab2fd39f2ac6a5f"", ""index"": 0.5754317313315175, ""resource"": [2096, 4384], ""geo"": [-105.0759984, 40.4018304]}], ""resourceMask"": [[330, 291], [366, 4514], [6142, 4511], [6153, 285]], ""transformation"": {""type"": ""helmert""}, ""_allmaps"": {""id"": ""https://annotations.allmaps.org/maps/15c9398e65aa2ebd"", ""version"": ""https://annotations.allmaps.org/maps/15c9398e65aa2ebd@4ec9e9ca2473dbef"", ""image"": {""id"": ""https://annotations.allmaps.org/images/fde7be3a627c5d80"", ""version"": ""https://annotations.allmaps.org/images/fde7be3a627c5d80@d7028a0339eae16d"", ""canvases"": []}, ""scale"": 0.269973, ""area"": 336145187.01}}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-104.761599579, 40.362272937], [-104.732961223, 40.582705501], [-104.893013473, 40.602908252], [-104.921308928, 40.384240496], [-104.761599579, 40.362272937]]]}}]}",40.48303039,-104.8271111,581.6752489
Kasper,complete,"map part - map is warpped, this was the best I could get",y,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll70/id/14/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll70:14/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:14/info.json,https://annotations.allmaps.org/images/bba0d9ca84ecfd8d,annotations/bba0d9ca84ecfd8d.json,https://allmaps.xyz/images/bba0d9ca84ecfd8d/{z}/{x}/{y}@2x.png,"historic, planningCadastre, farming","railways, irrigation, printed, industryCommerce",County,Upper right detail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPEC_IrrFarmsNorthDenver_16079_00056_upperright.jpg,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/14,14,27.jpg,/p17393coll70/image/27.jpg,,p17393coll70-14,"{""type"": ""FeatureCollection"", ""features"": [{""type"": ""Feature"", ""properties"": {""@context"": ""https://schemas.allmaps.org/map/2/context.json"", ""id"": ""https://annotations.allmaps.org/maps/45b7847d60c27d5c"", ""type"": ""GeoreferencedMap"", ""created"": ""2025-10-17T18:34:23.249Z"", ""modified"": ""2025-10-17T18:34:23.249Z"", ""resource"": {""id"": ""https://archives.mountainscholar.org/iiif/2/p17393coll70:14"", ""uri"": ""https://archives.mountainscholar.org/iiif/2/p17393coll70:14"", ""type"": ""ImageService2"", ""width"": 6150, ""height"": 4425}, ""gcps"": [{""id"": ""27f17c7fa8d46b55"", ""index"": 0.6524700972563559, ""resource"": [287, 4158], ""geo"": [-105.0760105, 40.401656]}, {""id"": ""3ea9719231f9e3f5"", ""index"": 2.396559956131211, ""resource"": [4716, 1656], ""geo"": [-104.5099466, 40.6569291]}, {""id"": ""c58e00a06347810d"", ""index"": 1.650241147708913, ""resource"": [569, 2463], ""geo"": [-105.0431828, 40.5671231]}, {""id"": ""ab2300aaf76f0aee"", ""index"": 3.7154488819667453, ""resource"": [3290, 3867], ""geo"": [-104.6888227, 40.4305659]}], ""resourceMask"": [[-5, 356], [5718, 354], [5709, 4419], [4, 4423]], ""transformation"": {""type"": ""helmert""}, ""_allmaps"": {""id"": ""https://annotations.allmaps.org/maps/45b7847d60c27d5c"", ""version"": ""https://annotations.allmaps.org/maps/45b7847d60c27d5c@115b2d59dc9ab360"", ""image"": {""id"": ""https://annotations.allmaps.org/images/bba0d9ca84ecfd8d"", ""version"": ""https://annotations.allmaps.org/images/bba0d9ca84ecfd8d@a79d696062c8cf48"", ""canvases"": []}, ""scale"": 0.115176, ""area"": 1751396574.89}}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-104.866225317, 40.204790538], [-104.435978179, 40.48259379], [-104.63408278, 40.787688701], [-105.063074145, 40.510909993], [-104.866225317, 40.204790538]]]}}]}",40.49640411,-104.749806,3031.896599
Kasper,complete,"map part - map is warpped, this was the best I could get",y,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll70/id/15/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll70:15/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:15/info.json,https://annotations.allmaps.org/images/f5aa404dd44e04ee,annotations/f5aa404dd44e04ee.json,https://allmaps.xyz/images/f5aa404dd44e04ee/{z}/{x}/{y}@2x.png,"historic, planningCadastre, farming","railways, irrigation, printed, industryCommerce",County,Center detail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPEC_IrrFarmsNorthDenver_16079_00057_central.jpg,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/15,15,28.jpg,/p17393coll70/image/28.jpg,,p17393coll70-15,"{""type"": ""FeatureCollection"", ""features"": [{""type"": ""Feature"", ""properties"": {""@context"": ""https://schemas.allmaps.org/map/2/context.json"", ""id"": ""https://annotations.allmaps.org/maps/ee11f846f2809c4a"", ""type"": ""GeoreferencedMap"", ""created"": ""2025-10-17T18:39:15.882Z"", ""modified"": ""2025-10-17T18:39:15.882Z"", ""resource"": {""id"": ""https://archives.mountainscholar.org/iiif/2/p17393coll70:15"", ""uri"": ""https://archives.mountainscholar.org/iiif/2/p17393coll70:15"", ""type"": ""ImageService2"", ""width"": 6150, ""height"": 4255}, ""gcps"": [{""id"": ""1e7ab5ef91427e08"", ""index"": 2.1618146501620377, ""resource"": [3908, 2475], ""geo"": [-104.6888355, 40.4305141]}, {""id"": ""3a49fb239440e08b"", ""index"": 1.3644187948304762, ""resource"": [1687, 1406], ""geo"": [-105.0431911, 40.5671146]}, {""id"": ""5cfba14fa82da252"", ""index"": 0.8715319612481368, ""resource"": [1502, 2752], ""geo"": [-105.0759723, 40.4017014]}], ""resourceMask"": [[29, -5], [170, 382], [191, 389], [206, 1073], [174, 1247], [204, 1389], [196, 3147], [226, 3145], [230, 3225], [196, 3435], [226, 3670], [221, 4259], [5873, 4257], [5827, 0]], ""transformation"": {""type"": ""polynomial"", ""options"": {""order"": 1}}, ""_allmaps"": {""id"": ""https://annotations.allmaps.org/maps/ee11f846f2809c4a"", ""version"": ""https://annotations.allmaps.org/maps/ee11f846f2809c4a@4985b0f666d8a555"", ""image"": {""id"": ""https://annotations.allmaps.org/images/f5aa404dd44e04ee"", ""version"": ""https://annotations.allmaps.org/images/f5aa404dd44e04ee@0e385049a38f7bb4"", ""canvases"": []}, ""scale"": 0.073242, ""area"": 4491407470.29}}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-105.306326715, 40.744604968], [-105.284556542, 40.696616818], [-105.281198969, 40.695708077], [-105.280345493, 40.611408957], [-105.285881929, 40.590043527], [-105.281385709, 40.572483467], [-105.286670472, 40.355922729], [-105.281846637, 40.35610288], [-105.281386074, 40.346238375], [-105.2873257, 40.320442308], [-105.283041063, 40.291425029], [-105.285184309, 40.218873681], [-104.377226603, 40.20664018], [-104.374931085, 40.731186721], [-105.306326715, 40.744604968]]]}}]}",40.47547773,-104.8304392,7769.745885
,,error - not implemented,,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll70/id/16/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll70:16/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:16/info.json,,,,historic,,,Map of the irrigated farms north of Denver: tributary to the factories of the Great Western Sugar Co.,,"Great Western Sugar Co., publisher",,,,,,,,,,Colorado,,,,,,,,,,,,1914,,,,,1914,Print map. Compiled 1914. Scale: not given.,,,,,,Irrigation farming -- Colorado -- Maps; Farms -- Colorado -- Maps; Sugar beet -- Colorado -- Maps; South Platte River Watershed (Colo. and Neb.),,English,eng,,maps (documents); historical maps,196 x 158 cm,StillImage,,Special Collections Maps,,,,Colorado State University. Libraries,"Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://libguides.colostate.edu/copyright.",,,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries (https://rightsstatements.org/page/NoC-US/1.0/). The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",,,,,https://hdl.handle.net/10217/187310,Catalog record number (MMS ID): 991024446069703361; G4311.J2 1914 .M36B,,,,,,,,,,,,,,6/13/25,6/13/25,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/16,16,29.cpd,/p17393coll70/image/29.cpd,"p17393coll70-9,p17393coll70-10,p17393coll70-11,p17393coll70-12,p17393coll70-13,p17393coll70-14,p17393coll70-15",p17393coll70-16,,,,
,,needs an expert,y,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll70/id/17/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll70:17/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:17/info.json,,,,"historic, structure, society, inlandWaters","buildings, handDrawn",City,South Pass Station Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South_Pass_Station_Map.jpg,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/17,17,30.jpg,/p17393coll70/image/30.jpg,,p17393coll70-17,,,,
,,needs an expert,y,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll70/id/18/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll70:18/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:18/info.json,,,,"historic, structure, society","buildings, handDrawn",City,South Pass Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South_Pass_Station.jpg,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/18,18,31.jpg,/p17393coll70/image/31.jpg,,p17393coll70-18,,,,
,,needs an expert,y,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll70/id/19/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll70:19/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:19/info.json,,,,"historic, structure, society, inlandWaters","buildings, handDrawn",City,"St. Marys, or, Rocky Ridge Station",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St._Marys.jpg,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/19,19,32.jpg,/p17393coll70/image/32.jpg,,p17393coll70-19,,,,
,,needs an expert,y,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll70/id/20/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll70:20/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:20/info.json,,,,"historic, structure, society, inlandWaters","buildings, handDrawn",City,Three Crossings Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Three_Crossings_Station.jpg,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/20,20,33.jpg,/p17393coll70/image/33.jpg,,p17393coll70-20,,,,
,,needs an expert,y,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll70/id/21/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll70:21/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:21/info.json,,,,"historic, structure, society, inlandWaters","buildings, handDrawn",City,Sweet Water Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweet_Water_Station.jpg,,8/31/21,8/31/21,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/21,21,34.jpg,/p17393coll70/image/34.jpg,,p17393coll70-21,,,,
,error - not implemented,needs an expert,y,https://archives.mountainscholar.org/digital/api/singleitem/collection/,p17393coll70,https://archives.mountainscholar.org/digital/api/singleitem/collection/p17393coll70/id/22/thumbnail,,https://archives.mountainscholar.org/iiif/2/p17393coll70:22/info.json,https://editor.allmaps.org/#/collection?url=https://archives.mountainscholar.org/iiif/2/p17393coll70:22/info.json,,,,historic,,,"South Pass Station; St. Marys, or, Rocky Ridge Station; Three Crossings Station; Sweet Water Station",,"Collins, Caspar Wever, 1844-1865, mapmaker",,,,,,,,,,Wyoming,1864,,,,,,,,,,,1864 (?),,,,,1864,"Linen diagram with four panels depicting South Pass Station, St. Marys, or, Rocky Ridge Station, Three Crossings Station, and Sweet Water Station. Hand drawn and colored to the scale of 1 inch = 20 feet. Includes the whole map and sections of the map by station.","Diagrams for South Pass Station, St. Marys, or, Rocky Ridge Station, Three Crossings Station, and Sweet Water Station, all U.S. Army camp/stations. Caspar Collins drew these four stations on a single strip of linen, with each station as an individual map. The strip measures 38 inches wide by 12 inches high, and is housed in a mylar sleeve. The entire map is marked by wrinkle and dirt stains. The map of South Pass Station has one small hole. Each individual map is scaled at 20 feet to the inch and colored, has a legend and compass, and includes dimensions of rooms and structures.",,,,,South Pass Station (Wyo.) -- Maps; St. Marys (Wyo.) -- Maps; Three Crossings Station (Wyo.) -- Maps; Sweet Water Station (Wyo.) -- Maps; United States. Army. Cavalry -- Maps; Wyoming -- Maps,,English,eng,,maps (documents); historical maps,38 x 12 inches,StillImage,,Special Collections Maps,,,,Colorado State University. Libraries,"Material is believed to be in the public domain. However, other rights and restrictions may apply, such as privacy and publicity rights. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://libguides.colostate.edu/copyright.",,,,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries (https://rightsstatements.org/page/NoC-US/1.0/). The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",,,,,http://hdl.handle.net/10217/37897,,,,,,,,,,,,,,,5/24/22,5/24/22,http://cdm17393.contentdm.oclc.org/cdm/ref/collection/p17393coll70/id/22,22,35.cpd,/p17393coll70/image/35.cpd,"p17393coll70-17,p17393coll70-18,p17393coll70-19,p17393coll70-20,p17393coll70-21",p17393coll70-22,,,,
